ID;SIREN;Organisation_name;Type_of_org;zip_code;City;Department_code;Department_name;Region
192;798904553;CLUB AMITIES PONTOISES;Associations;38480;LE PONT-DE-BEAUVOISIN;38;ISERE;AUVERGNE RHONE ALPES
193;57506198;PROCIVIS ALPES-DAUPHINE;Coop‚ratives;38500;VOIRON;38;ISERE;AUVERGNE RHONE ALPES
194;341454692;OFFICE MUNICIPAL DES SPORTS;Associations;63000;CLERMONT-FERRAND;63;PUY DE DOME;AUVERGNE RHONE ALPES
195;379795107;SAUVEGARDE PATRIMOINE CULTUREL BASTIAIS;Associations;20200;BASTIA;2B;HAUTE CORSE;CORSE
196;397518903;MONTELIMAR TENNIS CLUB;Associations;26200;MONTELIMAR;26;DROME;AUVERGNE RHONE ALPES
197;407704352;FAMILIALE LAIQUE DE VIENNE;Associations;38780;PONT-EVEQUE;38;ISERE;AUVERGNE RHONE ALPES
198;441989209;APEL MARSEILLE;Associations;13005;MARSEILLE 5;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
199;434006938;AMICALE SAPEURS POMPIERS;Associations;63320;CHAMPEIX;63;PUY DE DOME;AUVERGNE RHONE ALPES
200;453258766;ASSOCIATION LES CLASSES DE CHANDON;Associations;42190;CHANDON;42;LOIRE;AUVERGNE RHONE ALPES
201;488032210;ASS LA FERME DU TADORNE;Associations;13230;PORT-SAINT-LOUIS-DU-RHONE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
202;490024858;ASA VAISONNAISE;Associations;84110;VAISON-LA-ROMAINE;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
203;500063987;SPELEO CLUB DE MARSEILLE;Associations;13001;MARSEILLE 1;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
204;510917792;LA BOULE DOREE;Associations;84840;LAPALUD;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
205;523654366;ASSOCIATION JUDO LYON 1;Associations;69001;LYON 1ER;69;RHONE;AUVERGNE RHONE ALPES
206;751112434;INGENIEUR SANS FRONTIERES GROUPE DU PAYS D AIX;Associations;13120;GARDANNE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
207;779492453;AMICALE DES SAPEURS POMPIERS;Associations;38530;CHAPAREILLAN;38;ISERE;AUVERGNE RHONE ALPES
208;798905055;COMITE DES FOIRES DE MONTPONT EN BRESSE;Associations;71470;MONTPONT-EN-BRESSE;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
209;57812430;AMATEURS BILLARD ECHECS;Associations;13001;MARSEILLE 1;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
210;341458081;COMITE DEPART DU JURA DE CANOE KAYAK;Associations;39100;DOLE;39;JURA;BOURGOGNE FRANCHE COMTE
211;379795131;ECOLE DE MUSIQUE VINCENT D'INDY;Associations;69720;SAINT-LAURENT-DE-MURE;69;RHONE;AUVERGNE RHONE ALPES
212;397518945;LES AMIS DE LEONCEL;Associations;26190;LEONCEL;26;DROME;AUVERGNE RHONE ALPES
213;407705680;BODY BUILDING STARS;Associations;42100;SAINT-ETIENNE;42;LOIRE;AUVERGNE RHONE ALPES
214;441989399;CAMARGUE DECOUVERTE EQUESTRE;Associations;13230;PORT-SAINT-LOUIS-DU-RHONE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
215;434007027;SI FETE AUVERGNATE;Associations;63210;ROCHEFORT-MONTAGNE;63;PUY DE DOME;AUVERGNE RHONE ALPES
216;453259277;FENAY CLUB PETANQUE;Associations;21600;FENAY;21;COTE D OR;BOURGOGNE FRANCHE COMTE
217;488032335;ASS KILA;Associations;83260;LA CRAU;83;VAR;PROVENCE ALPES COTE D AZUR
218;490025111;ASSO CULTURELLE DU MEMORIAL;Associations;20000;AJACCIO;2A;CORSE DU SUD;CORSE
219;500064068;ASS DES COMMERCANTS ARTISANS DE VALENCIN;Associations;38540;VALENCIN;38;ISERE;AUVERGNE RHONE ALPES
220;510918329;L ESCAPADO DE GEMO;Associations;13420;GEMENOS;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
221;523658813;EDITIONS LES CAHIERS;Associations;70300;MEURCOURT;70;HAUTE SAONE;BOURGOGNE FRANCHE COMTE
222;751112491;REGARD AU FEMININ;Associations;74000;ANNECY;74;HAUTE SAVOIE;AUVERGNE RHONE ALPES
223;779492651;ASSOCIATION DES CHASSEURS;Associations;38580;LA CHAPELLE-DU-BARD;38;ISERE;AUVERGNE RHONE ALPES
224;798906111;ASSOCIATION PASSAGES RHONE-ALPES;Associations;69600;OULLINS;69;RHONE;AUVERGNE RHONE ALPES
225;57817314;OGEC CHEVREUL DE LA BLANCARDE;Associations;13004;MARSEILLE 4;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
226;341461853;COMITE DES FETES DE LAVARS;Associations;38710;LAVARS;38;ISERE;AUVERGNE RHONE ALPES
227;379795206;FOLA FULETTA;Associations;20200;BASTIA;2B;HAUTE CORSE;CORSE
228;397521287;TEAM THIERS MOTO;Associations;63250;CELLES-SUR-DUROLLE;63;PUY DE DOME;AUVERGNE RHONE ALPES
229;407708304;AMICALE AMIS LAC DE ST POINT LAMARTINE;Associations;71520;SAINT-POINT;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
230;441990041;PASSION MUSIC;Associations;13006;MARSEILLE 6;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
231;434007167;MUTUELLE PETITE ENFANCE;Mutuelles;69850;SAINT-MARTIN-EN-HAUT;69;RHONE;AUVERGNE RHONE ALPES
232;453259608;LE HAMEAU DU COUCHANT;Associations;26160;LA BEGUDE-DE-MAZENC;26;DROME;AUVERGNE RHONE ALPES
233;488032897;OEUVRONS POUR L EDUCATION DE NOS ENFANTS;Associations;26700;PIERRELATTE;26;DROME;AUVERGNE RHONE ALPES
234;491668729;COMITE DES FETES DE MONSOLS;Associations;69860;DEUX-GROSNES;69;RHONE;AUVERGNE RHONE ALPES
235;500064498;ASS DES AMIS DE LA BIBLIOTHEQUE MUNICIPALE ET SCOLAIRE;Associations;38114;ALLEMOND;38;ISERE;AUVERGNE RHONE ALPES
236;510918766;L'EMBELLIE;Associations;21110;TART;21;COTE D OR;BOURGOGNE FRANCHE COMTE
237;523660199;CHAUMIERE DES SAVEURS ET DE L'ARTISANAT DE MOUDEYRES;Associations;43150;MOUDEYRES;43;HAUTE LOIRE;AUVERGNE RHONE ALPES
238;751112673;COMITE DES FETES DE ST JULIEN SUR DHEUNE;Associations;71210;SAINT-JULIEN-SUR-DHEUNE;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
239;779492701;AMICALE DES SAPEURS POMPIERS;Associations;38580;LA CHAPELLE-DU-BARD;38;ISERE;AUVERGNE RHONE ALPES
240;798906186;LA BOURGOGNEUSE INTERNATIONALE D'ENCADREMENT D'ENTRAIDE ET D'ASSISTANCE;Associations;21000;DIJON;21;COTE D OR;BOURGOGNE FRANCHE COMTE
241;57821043;ASSOCIATION L'HIRONDELLE;Associations;13007;MARSEILLE 7;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
242;335014205;CONSEIL LOCAL PARENTS TAUVES;Associations;63690;TAUVES;63;PUY DE DOME;AUVERGNE RHONE ALPES
243;379795412;UNION REGIONALE COIFFURE CORSE;Associations;20200;BASTIA;2B;HAUTE CORSE;CORSE
244;397521980;THEATRE OMBRE ET LUMIERE;Associations;63000;CLERMONT-FERRAND;63;PUY DE DOME;AUVERGNE RHONE ALPES
245;407709203;LES AMIS DU CHATEAU DE DREE;Associations;71800;CURBIGNY;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
246;441991197;TEAM MERMILLOD TRIATHLON;Associations;74000;ANNECY;74;HAUTE SAVOIE;AUVERGNE RHONE ALPES
247;434007605;LOCALE D AMATEURS;Associations;20137;LECCI;2A;CORSE DU SUD;CORSE
248;453259665;ATELIER SELON TOI;Associations;69430;LANTIGNIE;69;RHONE;AUVERGNE RHONE ALPES
249;488033127;PRIME TIME AGENCY;Associations;13860;PEYROLLES-EN-PROVENCE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
250;491668745;AMICALE DE LA QUIETUDE;Associations;73330;LE PONT-DE-BEAUVOISIN;73;SAVOIE;AUVERGNE RHONE ALPES
251;500064639;ASSOCIATION DES COMMERCANTS ET ARTISANS CLARY SAINT-LAZARE PELLETAN;Associations;13003;MARSEILLE 3;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
252;510918881;FORMATION EDUCATION ENSEIGNEMENT SERVICES;Associations;38120;SAINT-EGREVE;38;ISERE;AUVERGNE RHONE ALPES
253;523660249;COLLECTIF COIN;Associations;38100;GRENOBLE;38;ISERE;AUVERGNE RHONE ALPES
254;751112855;COLLECTIF CERAMIQUE DE SAINT AMAND EN PUISAYE;Associations;58310;SAINT-AMAND-EN-PUISAYE;58;NIEVRE;BOURGOGNE FRANCHE COMTE
255;779492727;CUMA DE CHARANCIEU;Coop‚ratives;38490;CHARANCIEU;38;ISERE;AUVERGNE RHONE ALPES
256;798906541;ASSOCIATION DES PROPRIETAIRES DES EAUX D'ORELLE;Associations;69330;MEYZIEU;69;RHONE;AUVERGNE RHONE ALPES
257;58801283;SOCIETE ANONYME COOPERATIVE D'INTERET COLLECTIF POUR L'ACCESSION A LA PROPRIETE DE PROVENCE - SACICAP DE PROVENCE;Coop‚ratives;13006;MARSEILLE 6;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
258;335014437;ASSOC GESTION ETABL AGRICOLE;Associations;58800;CORBIGNY;58;NIEVRE;BOURGOGNE FRANCHE COMTE
259;379798382;BEPA RHONE ALPES;Associations;69500;BRON;69;RHONE;AUVERGNE RHONE ALPES
260;397522434;ASSOC POUR RESTAURATION VILLAGE RODDIER;Associations;63550;SAINT-VICTOR-MONTVIANEIX;63;PUY DE DOME;AUVERGNE RHONE ALPES
261;407710219;OBSERVATOIRE INTERNATIONAL POUR LA NON VIOLENCE - COMMUNE NATION POUR LA PAIX;Associations;13006;MARSEILLE 6;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
262;441991643;CERCLE CULTUREL MEDITERRANEEN;Associations;13001;MARSEILLE 1;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
263;434009809;DELAMAGIE;Associations;74440;VERCHAIX;74;HAUTE SAVOIE;AUVERGNE RHONE ALPES
264;453259848;FEDERATION DES MUSEES AU PAYS DE COURBET;Associations;25930;LODS;25;DOUBS;BOURGOGNE FRANCHE COMTE
265;488033622;LA MISE AU POINT;Associations;89190;VILLENEUVE L'ARCHEVEQUE;89;YONNE;BOURGOGNE FRANCHE COMTE
266;491668802;G.E.I.Q TRANSPORT-AVENIR EMPLOI RHONE ALPES;Associations;69800;SAINT-PRIEST;69;RHONE;AUVERGNE RHONE ALPES
267;500064696;ASSOCIATION DE SAUVEGARDE DE L'HERITAGE MILITAIRE DE BOURGOGNE;Associations;21200;BEAUNE;21;COTE D OR;BOURGOGNE FRANCHE COMTE
268;510918972;GENEAMIDI;Associations;38500;VOIRON;38;ISERE;AUVERGNE RHONE ALPES
269;523660256;CHAMONIX COSMO JAZZ FESTIVAL;Associations;74400;CHAMONIX-MONT-BLANC;74;HAUTE SAVOIE;AUVERGNE RHONE ALPES
270;751112947;ASS SPORTIVE BESANCON MOBILITES;Associations;25720;AVANNE-AVENEY;25;DOUBS;BOURGOGNE FRANCHE COMTE
271;779493048;SKI CLUB DU TOUR DU LAC;Associations;38850;CHARAVINES;38;ISERE;AUVERGNE RHONE ALPES
272;798906558;LA TRUITE DE L'AGNY;Associations;38300;LES EPARRES;38;ISERE;AUVERGNE RHONE ALPES
273;58803008;SYNDICAT INDUSTRIE MEUNIERE;Associations;13009;MARSEILLE 9;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
274;335034948;CENTRES D ENTRAINEMENT AUX METHODES D EDUCATION ACTIVE PROVENCE ALPES COTE D AZUR;Associations;13007;MARSEILLE 7;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
275;379800451;ASSOCIATION FOYER RURAL;Associations;84360;LAURIS;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
276;397526385;TENNIS CLUB DE SCIEZ MASSONGY;Associations;74140;SCIEZ;74;HAUTE SAVOIE;AUVERGNE RHONE ALPES
277;407715325;DU COTE D'LA CHANSON;Associations;69410;CHAMPAGNE AU MONT D'OR;69;RHONE;AUVERGNE RHONE ALPES
278;441994654;ASSOCIATIONS DES AMIS DU BLE D OR;Associations;21110;MARLIENS;21;COTE D OR;BOURGOGNE FRANCHE COMTE
279;434010021;LIGUE RHONE ALPES SKI NAUTIQUE;Associations;38300;BOURGOIN-JALLIEU;38;ISERE;AUVERGNE RHONE ALPES
280;453260085;LA MAISON QUI CHANTE;Associations;69004;LYON 4EME;69;RHONE;AUVERGNE RHONE ALPES
281;488033820;CONSEIL DES ESPACES ECONOMIQUES DU PAYS D AIX;Associations;13100;AIX-EN-PROVENCE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
282;491669099;ASS DES SAUVETEURS SECOURISTES AMBAROISE;Associations;69480;AMBERIEUX;69;RHONE;AUVERGNE RHONE ALPES
283;500064811;ASS PHYSIQUE CLUB DU GROUPE SCOLAIRE LAZARE CARNOT;Associations;21340;NOLAY;21;COTE D OR;BOURGOGNE FRANCHE COMTE
284;510919046;D'BLOC A CREMIEU;Associations;38460;CREMIEU;38;ISERE;AUVERGNE RHONE ALPES
285;523662005;COMITE DES FETES DE SAILLANS;Associations;26340;SAILLANS;26;DROME;AUVERGNE RHONE ALPES
286;751113200;L EPI SAN PRIOT;Associations;69800;SAINT-PRIEST;69;RHONE;AUVERGNE RHONE ALPES
287;779493170;ASS D'EDUCATION POPULAIRE;Associations;38850;CHARAVINES;38;ISERE;AUVERGNE RHONE ALPES
288;798906673;FOYER SOCIO EDUCATIF DU COLLEGE DE LA COTE ROANNAISE;Associations;42370;RENAISON;42;LOIRE;AUVERGNE RHONE ALPES
289;58804790;FADISFERM;Coop‚ratives;13830;ROQUEFORT-LA-BEDOULE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
290;335036083;ASSOC GYMNASTIQUE VOLONTAIRE;Associations;71390;SAINT-DESERT;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
291;379802333;ASSOCIATION MEDIA MEDITERRANEE;Associations;13006;MARSEILLE 6;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
292;397527292;ASSOCIAT PROTECTION DES ABORDS DE L'ARVE;Associations;74100;ANNEMASSE;74;HAUTE SAVOIE;AUVERGNE RHONE ALPES
293;407716059;TENNIS CLUB AUREC;Associations;43110;AUREC-SUR-LOIRE;43;HAUTE LOIRE;AUVERGNE RHONE ALPES
294;441999828;COMITE DES FETES;Associations;43510;CAYRES;43;HAUTE LOIRE;AUVERGNE RHONE ALPES
295;434010401;ECRILIDIRE;Associations;13014;MARSEILLE 14;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
296;453268682;ATHLETIC HANDBALL SAINT VALLIER;Associations;26240;SAINT-VALLIER;26;DROME;AUVERGNE RHONE ALPES
297;488033846;FIATLUX;Associations;13007;MARSEILLE 7;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
298;491669735;KINESIOLOGIE APPLIQUEE;Associations;13009;MARSEILLE 9;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
299;500065065;ASS. MARIE CECILE BRASSEUR;Associations;73100;AIX-LES-BAINS;73;SAVOIE;AUVERGNE RHONE ALPES
300;510919129;ASSOCIATION CANINE JURA SUD;Associations;39360;JEURRE;39;JURA;BOURGOGNE FRANCHE COMTE
301;523666758;MOTO CLUB HAPPY COOLOS;Associations;42160;BONSON;42;LOIRE;AUVERGNE RHONE ALPES
302;751113325;MACON ANIMATIONS;Associations;71000;MACON;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
303;779493188;ASSOC D EDUCATION POPULAIRE;Associations;38850;CHARAVINES;38;ISERE;AUVERGNE RHONE ALPES
304;798906731;OSTINATO;Associations;89460;TRUCY-SUR-YONNE;89;YONNE;BOURGOGNE FRANCHE COMTE
305;58805599;ASSOCIATION LE THABOR;Associations;13015;MARSEILLE 15;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
306;335036091;ASS INTERMMUNALE DEVELOP ARTIST CULTUR;Associations;71600;POISSON;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
307;379803166;ASS FUVEAU LOISIRS;Associations;13710;FUVEAU;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
308;397528423;CERCLE ALGERIANISTE DE TOULON;Associations;83000;TOULON;83;VAR;PROVENCE ALPES COTE D AZUR
309;407719277;ASSOCIATION LTS;Associations;25000;BESANCON;25;DOUBS;BOURGOGNE FRANCHE COMTE
310;442001756;SOLI 13;Associations;13003;MARSEILLE 3;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
311;434012746;SOC DES AMIS DES ARTS DE GRENOBLE;Associations;38000;GRENOBLE;38;ISERE;AUVERGNE RHONE ALPES
312;453271603;LOCUS SOLUS;Associations;38300;MAUBEC;38;ISERE;AUVERGNE RHONE ALPES
313;488033853;L ECHAPPEE BELLE;Associations;13015;MARSEILLE 15;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
314;491670014;BARCAROLLE LYRIQUE;Associations;83200;TOULON;83;VAR;PROVENCE ALPES COTE D AZUR
315;500065370;ASS SCOLA IN FESTA;Associations;20144;ZONZA;2A;CORSE DU SUD;CORSE
316;510926470;ASSOCIATION;Associations;38610;GIERES;38;ISERE;AUVERGNE RHONE ALPES
317;523674331;POUR LA PROMOTION ET L INSERTION DES DEFICIENTS VISUE;Associations;69002;LYON 2EME;69;RHONE;AUVERGNE RHONE ALPES
318;751113390;FOYER RURAL DE CHARBONNIERES;Associations;71260;CHARBONNIERES;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
319;779493667;MJC DE L AGGLOMERAT PONTOISE;Associations;38230;CHARVIEU-CHAVAGNEUX;38;ISERE;AUVERGNE RHONE ALPES
320;798906863;NATIONSORG;Associations;69003;LYON 3EME;69;RHONE;AUVERGNE RHONE ALPES
321;58806100;ECOLE DE PROVENCE COLLEGE;Associations;13008;MARSEILLE 8;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
322;335037693;COMITE DEPART MALADIES RESPIRATOIRES;Associations;58000;NEVERS;58;NIEVRE;BOURGOGNE FRANCHE COMTE
323;379804800;ASSOCIATION QUARTIERS NORD;Associations;13003;MARSEILLE 3;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
324;397530841;O K GESTION;Associations;26160;LA BEGUDE-DE-MAZENC;26;DROME;AUVERGNE RHONE ALPES
325;407720697;CUMA DE VICO;Coop‚ratives;20160;VICO;2A;CORSE DU SUD;CORSE
326;442002499;SPORTING CLUB VALENCE LE HAUT;Associations;26000;VALENCE;26;DROME;AUVERGNE RHONE ALPES
327;434013868;INFIPP;Coop‚ratives;69120;VAULX-EN-VELIN;69;RHONE;AUVERGNE RHONE ALPES
328;453271975;CHATON NON OUI A LA STERILISATION;Associations;69220;BELLEVILLE-EN-BEAUJOLAIS;69;RHONE;AUVERGNE RHONE ALPES
329;488043498;QUADRIFONIC;Associations;43000;CEYSSAC;43;HAUTE LOIRE;AUVERGNE RHONE ALPES
330;491670097;LES OLEICULTEURS PELISSANNAIS ET ENVIRONS;Associations;13330;PELISSANNE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
331;500065800;OPEN TENNIS CLUB;Associations;20600;BASTIA;2B;HAUTE CORSE;CORSE
332;510930720;ENGLISH CIRCLE CONTACT;Associations;69400;VILLEFRANCHE-SUR-SAONE;69;RHONE;AUVERGNE RHONE ALPES
333;523676575;ASSOC SOUTIEN DEVELOPPEMENT ACTION SOCIOCULTURELLE SPORTIVE MAISON D ARRET;Associations;89000;AUXERRE;89;YONNE;BOURGOGNE FRANCHE COMTE
334;751113432;FESTIV'ART;Associations;73420;DRUMETTAZ-CLARAFOND;73;SAVOIE;AUVERGNE RHONE ALPES
335;779494004;AMIC BOULE SOC SPORTS BUVET;Associations;38670;CHASSE-SUR-RHONE;38;ISERE;AUVERGNE RHONE ALPES
336;798906889;COLLECTIF REPRESENTISTE;Associations;69008;LYON 8EME;69;RHONE;AUVERGNE RHONE ALPES
337;58808015;SOCIETE COOPERATIVE DU LAMANAGE DES PORTS DE MARSEILLE ET DU GOLFE DE FOS (ENTREPRISE MARITIME);Coop‚ratives;13002;MARSEILLE 2;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
338;335038774;SURPRISE;Associations;43120;MONISTROL-SUR-LOIRE;43;HAUTE LOIRE;AUVERGNE RHONE ALPES
339;379805179;OFFICE MUNICIPAL DE LA CULTURE;Associations;13320;BOUC-BEL-AIR;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
340;397531047;ASS MOTO CLUB BEAUJOLAIS;Associations;69480;LACHASSAGNE;69;RHONE;AUVERGNE RHONE ALPES
341;407722214;COMITE DES FETES DE FONTANNES;Associations;43100;FONTANNES;43;HAUTE LOIRE;AUVERGNE RHONE ALPES
342;442004677;RUGBY CLUB DU PAYS DE FAYENCE;Associations;83440;FAYENCE;83;VAR;PROVENCE ALPES COTE D AZUR
343;434014338;PROVENCE ASSISTANCE;Associations;13400;AUBAGNE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
344;453273203;ALERTE SANFLORAINE;Associations;15100;SAINT-FLOUR;15;CANTAL;AUVERGNE RHONE ALPES
345;488046251;CENTRE COMMUNAUTAIRE JUIF DE CHAMBERY ET DE SAVOIE JOSEPH COLON;Associations;73000;CHAMBERY;73;SAVOIE;AUVERGNE RHONE ALPES
346;491670188;GROUPEMENT D INTERET CYNEGETIQUE;Associations;13140;MIRAMAS;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
347;500065826;LYON NOUVEL HORIZON;Associations;69007;LYON 7EME;69;RHONE;AUVERGNE RHONE ALPES
348;510931942;OBJECTIF HAUT NIVEAU;Associations;13008;MARSEILLE 8;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
349;527733398;CHAPERCHE;Associations;13008;MARSEILLE 8;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
350;751113473;SOC DE CHASSE COMMUNALE D AUXY;Associations;71400;AUXY;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
351;779494418;COMITE D EDUCATION POPULAIRE;Associations;38980;CHATENAY;38;ISERE;AUVERGNE RHONE ALPES
352;798906988;THIBAUT MUGNIER MOTO CROSS COMPETITION (TMX);Associations;71100;CHALON-SUR-SAONE;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
353;59501783;STE COOPERATIVE D APPROVISIONNEMENT DES MAITRES COIFFEURS DE GRENOBLE ET DE L ISERE.;Coop‚ratives;38100;GRENOBLE;38;ISERE;AUVERGNE RHONE ALPES
354;335039061;ASSOC SPORTIVE FONTAINE DU BAC;Associations;63000;CLERMONT-FERRAND;63;PUY DE DOME;AUVERGNE RHONE ALPES
355;379806433;UNION REGIO SOURDS & MALENTENDANTS PACAC;Associations;13010;MARSEILLE 10;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
356;397532649;ASSOCIATION CHEMINEMENTS;Associations;70190;RIOZ;70;HAUTE SAONE;BOURGOGNE FRANCHE COMTE
357;407724913;FESTIVAL C DANS LA RUE;Associations;58140;LORMES;58;NIEVRE;BOURGOGNE FRANCHE COMTE
358;442004693;MED'IN CULTURE;Associations;13001;MARSEILLE 1;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
359;434015228;FILIGRANE;Associations;84600;VALREAS;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
360;453273674;LUGARDESPACE;Associations;15190;LUGARDE;15;CANTAL;AUVERGNE RHONE ALPES
361;488047168;LES AMIS DE ST JEAN;Associations;13580;LA FARE-LES-OLIVIERS;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
362;491670378;JUKE BOX;Associations;13810;EYGALIERES;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
363;500066006;ASSOCIATION SPORTIVE COLLEGE HENRY DUNANT;Associations;21000;DIJON;21;COTE D OR;BOURGOGNE FRANCHE COMTE
364;510935794;COMITE D INTERET LOCAL DU FORT ROUGE;Associations;83200;TOULON;83;VAR;PROVENCE ALPES COTE D AZUR
365;527733497;CHORALE ALLEGRIA;Associations;69240;THIZY-LES-BOURGS;69;RHONE;AUVERGNE RHONE ALPES
366;751113523;ASS AMICALE DES JURIDICTIONS ADMINISTRATIVES DE LYON;Associations;69003;LYON 3EME;69;RHONE;AUVERGNE RHONE ALPES
367;779494723;OGEC;Associations;38440;CHATONNAY;38;ISERE;AUVERGNE RHONE ALPES
368;798907044;ASSOCIATION JOYEUX BOULISTES DE PUSIGNAN;Associations;69330;PUSIGNAN;69;RHONE;AUVERGNE RHONE ALPES
369;59800235;SACICAP MIDI MEDITERRANEE;Coop‚ratives;13001;MARSEILLE 1;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
370;335039079;GYMNASTIQUE VOLONTAIRE CENTRE;Associations;63000;CLERMONT-FERRAND;63;PUY DE DOME;AUVERGNE RHONE ALPES
371;379811532;COLLEGE INTERDISCIPLINAIRE BAT GENIE CIV;Associations;69002;LYON 2EME;69;RHONE;AUVERGNE RHONE ALPES
372;397532946;ASUL DIAMONDS BASEBALL SOFTBALL;Associations;69100;VILLEURBANNE;69;RHONE;AUVERGNE RHONE ALPES
373;407725621;ARTECO;Associations;13290;AIX-EN-PROVENCE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
374;442004883;VIV'ENS;Associations;42470;SAINT-SYMPHORIEN-DE-LAY;42;LOIRE;AUVERGNE RHONE ALPES
375;434017505;HISTOIRE D'EN PARLER;Associations;74000;ANNECY;74;HAUTE SAVOIE;AUVERGNE RHONE ALPES
376;453273898;BOXING CLUB DE RIVE DE GIER;Associations;42800;RIVE-DE-GIER;42;LOIRE;AUVERGNE RHONE ALPES
377;488047556;AMICALE DES PARENTS D ELEVES DE CRANDELLES;Associations;15250;CRANDELLES;15;CANTAL;AUVERGNE RHONE ALPES
378;491670790;CERCLE AEROSTATIQUE PAYS MONTBELIARD;Associations;25310;ABBEVILLERS;25;DOUBS;BOURGOGNE FRANCHE COMTE
379;500066089;ASS JEUNESSE AVENIR 6EME SECTEUR;Associations;13011;MARSEILLE 11;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
380;510939168;L ATELIER DU JARDINIER;Associations;63430;PONT-DU-CHATEAU;63;PUY DE DOME;AUVERGNE RHONE ALPES
381;527734032;LYON CANUTS;Associations;69002;LYON 2EME;69;RHONE;AUVERGNE RHONE ALPES
382;751132440;PRO COM MUSIC PRODUCTION;Associations;13480;CABRIES;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
383;779495050;CANTINE SCOLAIRE DE CHATTE;Associations;38160;CHATTE;38;ISERE;AUVERGNE RHONE ALPES
384;798907135;CLUB DU TROISIEME AGE CLUB DE L'AVENIR;Associations;73210;LANDRY;73;SAVOIE;AUVERGNE RHONE ALPES
385;59804484;SOCIETE COOPERATIVE OUVRIERE MANUTENTION;Coop‚ratives;13002;MARSEILLE 2;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
